make_id,make,model_id,model,spec_id,spec
36,JEEP,283,GRAND CHEROKEE,4831,EXCLUSIVE
36,JEEP,283,GRAND CHEROKEE,360,LX
36,JEEP,283,GRAND CHEROKEE,368,OVERLAND CH A/W
36,JEEP,283,GRAND CHEROKEE,3809,LAREDO PLUS
36,JEEP,283,GRAND CHEROKEE,4724,LIMITED 75TH
36,JEEP,283,GRAND CHEROKEE,3053,SRT8 ALPINE
36,JEEP,283,GRAND CHEROKEE,5179,LIMITED 25TH ANN
36,JEEP,283,GRAND CHEROKEE,2172,LIMITED sunroof
36,JEEP,283,GRAND CHEROKEE,357,LAREDO
36,JEEP,283,GRAND CHEROKEE,365,SRT8
36,JEEP,283,GRAND CHEROKEE,3814,SUMMIT MM
36,JEEP,283,GRAND CHEROKEE,2490,LIMITED PLUS
36,JEEP,283,GRAND CHEROKEE,4833,NIGHT EAGLE
36,JEEP,283,GRAND CHEROKEE,362,LIMITED
36,JEEP,283,GRAND CHEROKEE,3811,ALTITUDE
36,JEEP,283,GRAND CHEROKEE,4252,SRT8 REDLINE
36,JEEP,283,GRAND CHEROKEE,4830,LAREDO ALPINE
36,JEEP,283,GRAND CHEROKEE,359,V8
36,JEEP,283,GRAND CHEROKEE,367,LIMITED S/R
36,JEEP,283,GRAND CHEROKEE,1903,STD
36,JEEP,283,GRAND CHEROKEE,3792,SRT-8 ALPINE
36,JEEP,283,GRAND CHEROKEE,3816,SRT8 PLUS MM
36,JEEP,283,GRAND CHEROKEE,4723,LAREDO EXCLUSIVE
36,JEEP,283,GRAND CHEROKEE,3052,LIMITED 2
36,JEEP,283,GRAND CHEROKEE,2174,OVERLAND Dual  SR
36,JEEP,283,GRAND CHEROKEE,3606,LIMITED EXCLUSIVE
36,JEEP,283,GRAND CHEROKEE,364,LIMITED C BARS
36,JEEP,283,GRAND CHEROKEE,3813,OVERLAND MM
36,JEEP,283,GRAND CHEROKEE,4816,TRAILHAWK
36,JEEP,283,GRAND CHEROKEE,4832,LIMITED HIGHLINE
36,JEEP,283,GRAND CHEROKEE,361,LAREDO TSI
36,JEEP,283,GRAND CHEROKEE,369,LIMITED S/R NAVIGATION
36,JEEP,283,GRAND CHEROKEE,3322,LIMITED+
36,JEEP,285,PATRIOT,1905,STD
36,JEEP,285,PATRIOT,379,LOWLINE
36,JEEP,285,PATRIOT,378,LIMITED
36,JEEP,285,PATRIOT,380,SPORT
36,JEEP,1076,RENEGADE,4411,LIMITED
36,JEEP,1076,RENEGADE,4413,LIMITED PLUS
36,JEEP,1076,RENEGADE,4870,LONGITUDE MASTER
36,JEEP,1076,RENEGADE,5035,LX MASTER
36,JEEP,1076,RENEGADE,4410,TRAILHAWK
36,JEEP,1076,RENEGADE,4412,LIMITED BLACKTOP
36,JEEP,1076,RENEGADE,4869,SPORT
36,JEEP,1076,RENEGADE,5034,LX
36,JEEP,1076,RENEGADE,4409,LONGITUDE
36,JEEP,1076,RENEGADE,4414,LIMITED PLUS BLACKTOP
36,JEEP,281,WRANGLER,3818,RUBICON X
36,JEEP,281,WRANGLER,4717,SPORT FALCON
36,JEEP,281,WRANGLER,5172,RUBICON RECON
36,JEEP,281,WRANGLER,342,SPORT 65TH ANN
36,JEEP,281,WRANGLER,4674,SPORT MOPAR
36,JEEP,281,WRANGLER,2491,SAHARA  PLUS
36,JEEP,281,WRANGLER,4464,MOUNTAIN
36,JEEP,281,WRANGLER,339,SPORT
36,JEEP,281,WRANGLER,5182,DESERT STARTER
36,JEEP,281,WRANGLER,4791,WILLYS WHEELER
36,JEEP,281,WRANGLER,4405,SPORT TRAILHAWK II
36,JEEP,281,WRANGLER,4518,SAHARA 75TH ANNIVERSARY
36,JEEP,281,WRANGLER,3817,SPORT RENEGADE II
36,JEEP,281,WRANGLER,3425,RUBICON
36,JEEP,281,WRANGLER,4716,SPORT FREEDOM
36,JEEP,281,WRANGLER,5171,BIG BEAR EXTREME
36,JEEP,281,WRANGLER,341,SPORT GOLDEN EAGLE
36,JEEP,281,WRANGLER,1901,STD
36,JEEP,281,WRANGLER,4215,SPORT MOHAWK
36,JEEP,281,WRANGLER,4753,CJ FALCON EXTREME
36,JEEP,281,WRANGLER,5168,BIG BEAR
36,JEEP,281,WRANGLER,5176,FALCON EDITION
36,JEEP,281,WRANGLER,4872,MOUNTAIN RANGER
36,JEEP,281,WRANGLER,3323,SPORT S/T
36,JEEP,281,WRANGLER,2495,SPORT RENEGADE
36,JEEP,281,WRANGLER,4718,SPORT MOPAR 75TH
36,JEEP,281,WRANGLER,4404,SPORT SUMMER EDITION
36,JEEP,281,WRANGLER,2176, SAHARA B.CLR TOP
36,JEEP,281,WRANGLER,2492,SAHARA+ CLOTH
36,JEEP,281,WRANGLER,4715,SPORT LEVEL RED
36,JEEP,281,WRANGLER,4755,CJ SPORT
36,JEEP,281,WRANGLER,2640,ISLANDER
36,JEEP,281,WRANGLER,340,SPORT SE
36,JEEP,281,WRANGLER,4752,CJ FALCON
36,JEEP,281,WRANGLER,5167,NIGHT EAGLE
36,JEEP,281,WRANGLER,5175,MAN FALCON EDITION
36,JEEP,281,WRANGLER,5183,DESERT EAGLE ll
36,JEEP,281,WRANGLER,4406,RUBICON X EDITION
36,JEEP,281,WRANGLER,4871,BLACK MOUNTAIN
36,JEEP,281,WRANGLER,337,SAHARA
36,JEEP,287,WRANGLER UNLIMITED,5068,BIG BEAR
36,JEEP,287,WRANGLER UNLIMITED,4741,SPORT LEVEL RED
36,JEEP,287,WRANGLER UNLIMITED,4722,SPORT BUZZ 3
36,JEEP,287,WRANGLER UNLIMITED,5169,NIGHT EAGLE
36,JEEP,287,WRANGLER UNLIMITED,5177,CJ HT SPORTS FALCON
36,JEEP,287,WRANGLER UNLIMITED,4794,CJ SPORT
36,JEEP,287,WRANGLER UNLIMITED,2639,SAHARA B.CLR TOP NAV
36,JEEP,287,WRANGLER UNLIMITED,387,SAHARA
36,JEEP,287,WRANGLER UNLIMITED,1907,STD
36,JEEP,287,WRANGLER UNLIMITED,3820,RUBICON
36,JEEP,287,WRANGLER UNLIMITED,4719,SPORT MOPAR
36,JEEP,287,WRANGLER UNLIMITED,3833,CALL OF DUTY II
36,JEEP,287,WRANGLER UNLIMITED,4756,CJ SPORT EXTREME
36,JEEP,287,WRANGLER UNLIMITED,4346,SPORT TRAILHAWK
36,JEEP,287,WRANGLER UNLIMITED,2641,SAHARA PLUS
36,JEEP,287,WRANGLER UNLIMITED,4721,SPORT BUZZ 2
36,JEEP,287,WRANGLER UNLIMITED,4793,CJ SPORT FALCON
36,JEEP,287,WRANGLER UNLIMITED,2638,SAHARA B.CLR TOP
36,JEEP,287,WRANGLER UNLIMITED,5414,FREEDOM EDITION
36,JEEP,287,WRANGLER UNLIMITED,3819,SPORT RENEGADE II
36,JEEP,287,WRANGLER UNLIMITED,5069,SPORT BIG BEAR
36,JEEP,287,WRANGLER UNLIMITED,3055,SPORT
36,JEEP,287,WRANGLER UNLIMITED,4345,SPORT HARLEY
36,JEEP,287,WRANGLER UNLIMITED,388,SAHARA NAVIGATION
36,JEEP,287,WRANGLER UNLIMITED,3821,RUBICON X
36,JEEP,287,WRANGLER UNLIMITED,4720,SPORT FALCON
36,JEEP,287,WRANGLER UNLIMITED,4792,WILLYS WHEELER
36,JEEP,287,WRANGLER UNLIMITED,4519,SAHARA 75TH ANNIVERSARY
98,JENSEN,1061,INTERCEPTOR,4283,MK3
35,JMC,279,PICK UP,1899,STD
35,JMC,280,QINGKA,1900,STD
37,KIA,907,CADENZA,5493,EX DLX
37,KIA,907,CADENZA,3203,EX FOP
37,KIA,907,CADENZA,3206,EX DLX PANORAMA S/R
37,KIA,907,CADENZA,3202,LX STD
37,KIA,296,CARENS,3963,EX
37,KIA,296,CARENS,5046,EX -SR LTH
37,KIA,296,CARENS,3965,EX TOP
37,KIA,296,CARENS,1152,BASE
37,KIA,296,CARENS,3962,LX
37,KIA,296,CARENS,3964,EX MID
37,KIA,296,CARENS,1153,STD
37,KIA,297,CARNIVAL,3783,LX
37,KIA,297,CARNIVAL,1155,SWB
37,KIA,297,CARNIVAL,3959,EX TOP
37,KIA,297,CARNIVAL,3784,EX
37,KIA,297,CARNIVAL,1156,STD
37,KIA,291,CERATO,3118,COUPE
37,KIA,291,CERATO,1147,SX
37,KIA,291,CERATO,5495,LX DLX
37,KIA,291,CERATO,3949,L
37,KIA,291,CERATO,3252,TOP
37,KIA,291,CERATO,1146,EX
37,KIA,291,CERATO,5494,LX STD
37,KIA,291,CERATO,1403,STD
37,KIA,291,CERATO,3251,MID
37,KIA,291,CERATO,5496,EX TOP
37,KIA,291,CERATO,3950,LX TOP
37,KIA,291,CERATO,1145,LX
37,KIA,740,CERATO KOUP,2372,SX
37,KIA,740,CERATO KOUP,2373,SX TOP
37,KIA,1068,GRAND CARNIVAL,4328,EX TOP
37,KIA,1068,GRAND CARNIVAL,4327,EX
37,KIA,1068,GRAND CARNIVAL,4332,LX
37,KIA,298,MOHAVE,1150,EX
37,KIA,298,MOHAVE,1407,STD
37,KIA,298,MOHAVE,3960,LX
37,KIA,298,MOHAVE,3785,EX TOP
37,KIA,298,MOHAVE,1151,BASE
37,KIA,1303,NIRO,5500,LX STD
37,KIA,293,OPRIUS,1144,TOP
37,KIA,293,OPRIUS,5499,EX DLX
37,KIA,293,OPRIUS,1405,STD
37,KIA,292,OPTIMA,4115,SX
37,KIA,292,OPTIMA,3952,LX MID
37,KIA,292,OPTIMA,1404,STD
37,KIA,292,OPTIMA,3954,EX TOP
37,KIA,292,OPTIMA,1149,BASE
37,KIA,292,OPTIMA,3951,LX
37,KIA,292,OPTIMA,3953,LX TOP
37,KIA,292,OPTIMA,1148,EX
37,KIA,292,OPTIMA,4350,EX MID
37,KIA,289,PICANTO,3786,EX
37,KIA,289,PICANTO,3946,EX TOP
37,KIA,289,PICANTO,1909,STD
37,KIA,289,PICANTO,1400,LX
37,KIA,289,PICANTO,3945,EX MID
37,KIA,908,QUORIS,3209,TOP
37,KIA,908,QUORIS,3208,GLS
37,KIA,290,RIO,3947,EX MID
37,KIA,290,RIO,1401,STD
37,KIA,290,RIO,2371,EX
37,KIA,290,RIO,3948,EX TOP
37,KIA,290,RIO,2370,LX
37,KIA,288,SEPHIA,1908,STD
37,KIA,295,SORENTO,3359,EX
37,KIA,295,SORENTO,4117,EX TOP NAVIGATION
37,KIA,295,SORENTO,5492,EX DLX
37,KIA,295,SORENTO,1154,STD
37,KIA,295,SORENTO,5491,EX STD
37,KIA,295,SORENTO,3961,LX
37,KIA,295,SORENTO,3360,EX TOP
37,KIA,295,SORENTO,4118,EX MID
37,KIA,664,SOUL,1402,STD
37,KIA,664,SOUL,3955,LX
37,KIA,664,SOUL,3957,EX LTH
37,KIA,664,SOUL,3956,EX
37,KIA,664,SOUL,3958,EX TOP
37,KIA,294,SPORTAGE,1142,SPORT 5ST
37,KIA,294,SPORTAGE,4618,GTL
37,KIA,294,SPORTAGE,5498,EX STD
37,KIA,294,SPORTAGE,2339,EX TOP
37,KIA,294,SPORTAGE,5497,LX STD
37,KIA,294,SPORTAGE,1406,STD
37,KIA,294,SPORTAGE,2338,EX
37,KIA,294,SPORTAGE,1143,DLX
37,KIA,294,SPORTAGE,4116,EX MID
37,KIA,294,SPORTAGE,2340,LX
37,KIA,1213,STINGER,5343,GTL
37,KIA,1213,STINGER,5059,GT
37,KIA,1213,STINGER,5058,EX
37,KIA,1318,TELLURIDE,5563,EX
37,KIA,1318,TELLURIDE,5565,SX PREMIUM
37,KIA,1318,TELLURIDE,5597,EX PREMIUM
37,KIA,1318,TELLURIDE,5562,LX
37,KIA,1318,TELLURIDE,5564,SX
77,KTM,739,X-BOW,2367,R
77,KTM,739,X-BOW,2366,STREET
77,KTM,739,X-BOW,2368,CLUBSPORT
38,LAMBORGHINI,830,AVENTADOR,5598,SVJ
38,LAMBORGHINI,830,AVENTADOR,4083,ROADSTER
38,LAMBORGHINI,830,AVENTADOR,5458,LP 750 S ROADSTER
38,LAMBORGHINI,830,AVENTADOR,4936,LP 750
38,LAMBORGHINI,830,AVENTADOR,2837,LP700
38,LAMBORGHINI,830,AVENTADOR,4970,S
38,LAMBORGHINI,299,GALLARDO,4176,LP 550-2
38,LAMBORGHINI,299,GALLARDO,2701,LP560-4
38,LAMBORGHINI,299,GALLARDO,2830,LP 550-2 BALBONI
38,LAMBORGHINI,299,GALLARDO,389,STD
38,LAMBORGHINI,299,GALLARDO,2832,LP 550-2 SUPER TROFEO STRADA
38,LAMBORGHINI,299,GALLARDO,2829,LP 570-4 PERFORMANTE
38,LAMBORGHINI,299,GALLARDO,2831,LP 550-2 SUPER TROFEO
38,LAMBORGHINI,299,GALLARDO,2828,LP 570-4 SUPERLEGGERA
38,LAMBORGHINI,1033,HURACAN,4098,LP610-4
38,LAMBORGHINI,1033,HURACAN,4838,LP580-2
38,LAMBORGHINI,1033,HURACAN,5015,PERFORMANTE
38,LAMBORGHINI,300,MURCIELAGO,2835,LP 650-4 ROADSTER
38,LAMBORGHINI,300,MURCIELAGO,2836,LP 670-4 SV
38,LAMBORGHINI,300,MURCIELAGO,1910,STD
38,LAMBORGHINI,300,MURCIELAGO,2833,LP-640
38,LAMBORGHINI,300,MURCIELAGO,2834,LP-640 ROADSTER
38,LAMBORGHINI,1231,URUS,5152,STD
40,LANCIA,307,THESIS,1913,STD
41,LAND ROVER,308,DEFENDER,1394,90
41,LAND ROVER,308,DEFENDER,1914,STD
41,LAND ROVER,308,DEFENDER,1395,110
41,LAND ROVER,308,DEFENDER,4470,110 HERITAGE EDITION
41,LAND ROVER,314,DISCOVERY,4850,HSE LUXURY
41,LAND ROVER,314,DISCOVERY,4852,SE
41,LAND ROVER,314,DISCOVERY,4849,FIRST EDITION
41,LAND ROVER,314,DISCOVERY,1919,STD
41,LAND ROVER,314,DISCOVERY,4851,S
41,LAND ROVER,314,DISCOVERY,4848,HSE
41,LAND ROVER,1055,DISCOVERY SPORT,5373,PURE
41,LAND ROVER,1055,DISCOVERY SPORT,4256,HSE
41,LAND ROVER,1055,DISCOVERY SPORT,4778,HSE DYNAMIC
41,LAND ROVER,1055,DISCOVERY SPORT,4255,SE
41,LAND ROVER,1055,DISCOVERY SPORT,4257,HSE LUXURY
41,LAND ROVER,1055,DISCOVERY SPORT,4254,S
41,LAND ROVER,313,FREELANDER,1396,STD
41,LAND ROVER,309,LR2,1915,STD
41,LAND ROVER,309,LR2,403,SE
41,LAND ROVER,309,LR2,402,HSE
41,LAND ROVER,310,LR3,404,HSE
41,LAND ROVER,310,LR3,405,SE
41,LAND ROVER,310,LR3,1916,STD
41,LAND ROVER,315,LR4,1920,STD
41,LAND ROVER,315,LR4,2343,HSE
41,LAND ROVER,315,LR4,2344,HSE LE
41,LAND ROVER,315,LR4,1397,SE
41,LAND ROVER,315,LR4,3298,LE
41,LAND ROVER,992,NEW RANGE ROVER,3837,VOGUE SE
41,LAND ROVER,992,NEW RANGE ROVER,3757,VOGUE
41,LAND ROVER,312,RANGE ROVER,412,SUPERCHARGED VOUGE
41,LAND ROVER,312,RANGE ROVER,1918,STD
41,LAND ROVER,312,RANGE ROVER,4626,AUTOBIOGRAPHY SV
41,LAND ROVER,312,RANGE ROVER,1399,SUPERCHARGED
41,LAND ROVER,312,RANGE ROVER,2528,SE PLUS
41,LAND ROVER,312,RANGE ROVER,409,SE
41,LAND ROVER,312,RANGE ROVER,3828,AUTOBIOGRAPHY LWB
41,LAND ROVER,312,RANGE ROVER,5147,AUTOBIOGRAPHY SV LWB
41,LAND ROVER,312,RANGE ROVER,5163,AUTOBIOGRAPHY SV DYNAMIC
41,LAND ROVER,312,RANGE ROVER,3393,VOGUE LE
41,LAND ROVER,312,RANGE ROVER,411,VOUGE
41,LAND ROVER,312,RANGE ROVER,3358,HSE LE
41,LAND ROVER,312,RANGE ROVER,413,AUTOBIOGRAPHY
41,LAND ROVER,312,RANGE ROVER,3218,VOGUE SE
41,LAND ROVER,312,RANGE ROVER,410,HSE
41,LAND ROVER,312,RANGE ROVER,3829,AUTOBIOGRAPHY BLACK
41,LAND ROVER,312,RANGE ROVER,4462,VOUGE SE LWB
41,LAND ROVER,754,RANGE ROVER EVOQUE,2531,DYNAMIC PLUS
41,LAND ROVER,754,RANGE ROVER EVOQUE,4403,HSE DYNAMIC
41,LAND ROVER,754,RANGE ROVER EVOQUE,4853,AUTOBIOGRAPHY
41,LAND ROVER,754,RANGE ROVER EVOQUE,4754,SE DYNAMIC
41,LAND ROVER,754,RANGE ROVER EVOQUE,4400,SE
41,LAND ROVER,754,RANGE ROVER EVOQUE,3580,PURE LE
41,LAND ROVER,754,RANGE ROVER EVOQUE,2530,PRESTIGE
41,LAND ROVER,754,RANGE ROVER EVOQUE,4402,HSE
41,LAND ROVER,754,RANGE ROVER EVOQUE,2529,DYNAMIC
41,LAND ROVER,754,RANGE ROVER EVOQUE,5146,LANDMARK EDITION
41,LAND ROVER,754,RANGE ROVER EVOQUE,4401,SE PLUS
41,LAND ROVER,754,RANGE ROVER EVOQUE,3581,PURE
41,LAND ROVER,984,RANGE ROVER EVOUQUE,3647,DYNAMIC PLUS
41,LAND ROVER,984,RANGE ROVER EVOUQUE,3670,PRESTIGE
41,LAND ROVER,984,RANGE ROVER EVOUQUE,3747,DYNAMIC
41,LAND ROVER,311,RANGE ROVER SPORT,407,HSE
41,LAND ROVER,311,RANGE ROVER SPORT,3583,HSE LE
41,LAND ROVER,311,RANGE ROVER SPORT,3126,SC HST
41,LAND ROVER,311,RANGE ROVER SPORT,3585,AUTOBIOGRAPHY DYNAMIC
41,LAND ROVER,311,RANGE ROVER SPORT,406,SE
41,LAND ROVER,311,RANGE ROVER SPORT,4258,SVR
41,LAND ROVER,311,RANGE ROVER SPORT,3582,HSE S
41,LAND ROVER,311,RANGE ROVER SPORT,1917,STD
41,LAND ROVER,311,RANGE ROVER SPORT,1398,SUPERCHARGED
41,LAND ROVER,311,RANGE ROVER SPORT,2527,SC AUTOBIOGRAPHY
41,LAND ROVER,311,RANGE ROVER SPORT,3125,HSE RED
41,LAND ROVER,311,RANGE ROVER SPORT,2526,SE PLUS
41,LAND ROVER,311,RANGE ROVER SPORT,3584,DYNAMIC
41,LAND ROVER,311,RANGE ROVER SPORT,5162,SC SVR
41,LAND ROVER,311,RANGE ROVER SPORT,4779,HSE DYNAMIC
41,LAND ROVER,1200,RANGE ROVER VELAR,5020,STD
41,LAND ROVER,1200,RANGE ROVER VELAR,5028,FIRST EDITION
41,LAND ROVER,1200,RANGE ROVER VELAR,5025,R-DYNAMIC S
41,LAND ROVER,1200,RANGE ROVER VELAR,5022,SE
41,LAND ROVER,1200,RANGE ROVER VELAR,5027,R-DYNAMIC HSE
41,LAND ROVER,1200,RANGE ROVER VELAR,5024,R-DYNAMIC
41,LAND ROVER,1200,RANGE ROVER VELAR,5021,S
41,LAND ROVER,1200,RANGE ROVER VELAR,5026,R-DYNAMIC SE
41,LAND ROVER,1200,RANGE ROVER VELAR,5023,HSE
42,LEXUS,747,CT200H,2435,PRESTIGE
42,LEXUS,747,CT200H,2434,PREMIER
42,LEXUS,747,CT200H,2436,PLATINUM
42,LEXUS,1323,ES 350 F,5587,SPORT
42,LEXUS,879,ES250,3070,PLATINUM
42,LEXUS,879,ES250,3069,PREMIER
42,LEXUS,879,ES250,2990,STD
42,LEXUS,879,ES250,4776,PRESTIGE
42,LEXUS,879,ES250,4110,PLATINUM PLUS
42,LEXUS,327,ES300,442,BASE
42,LEXUS,327,ES300,5349,PLATINUM
42,LEXUS,327,ES300,444,STD
42,LEXUS,327,ES300,443,TOP
42,LEXUS,327,ES300,5350,PREMIER
42,LEXUS,327,ES300,445,SPORT
42,LEXUS,1324,ES300 H,5590,PREMIER
42,LEXUS,1324,ES300 H,5591,PLATINUM
42,LEXUS,319,ES350,2399,PREMIER
42,LEXUS,319,ES350,987,NAVIGATION TOP
42,LEXUS,319,ES350,420,BASE
42,LEXUS,319,ES350,3431,PLATINUM PLUS
42,LEXUS,319,ES350,2401,PRESTIGE
42,LEXUS,319,ES350,422,NAVIGATION
42,LEXUS,319,ES350,1922,STD
42,LEXUS,319,ES350,2400,PREMIER PLUS
42,LEXUS,319,ES350,5398,F SPORT
42,LEXUS,319,ES350,421,TOP
42,LEXUS,319,ES350,3068,TITANIUM
42,LEXUS,319,ES350,2402,PLATINUM
42,LEXUS,1107,GS F,4516,PRESTIGE
42,LEXUS,1107,GS F,4517,PLATINUM
42,LEXUS,1106,GS200T,4515,F SPORT
42,LEXUS,1106,GS200T,4514,PRESTIGE
42,LEXUS,841,GS250,2852,PREMIER
42,LEXUS,841,GS250,2854,PLATINUM
42,LEXUS,841,GS250,2853,PRESTIGE
42,LEXUS,841,GS250,4113,F-SPORT
42,LEXUS,317,GS300,417,TOP
42,LEXUS,317,GS300,1380,STD
42,LEXUS,317,GS300,986,NAVIGATION TOP
42,LEXUS,317,GS300,416,BASE
42,LEXUS,317,GS300,1381,NAVIGATION
42,LEXUS,842,GS350,2857,PLATINUM
42,LEXUS,842,GS350,3524,F-SPORT
42,LEXUS,842,GS350,2856,PRESTIGE
42,LEXUS,842,GS350,2858,TITANIUM
42,LEXUS,842,GS350,2855,PREMIER
42,LEXUS,318,GS430,1921,STD
42,LEXUS,318,GS430,419,TOP
42,LEXUS,884,GS450h,3051,F SPORT
42,LEXUS,884,GS450h,4777,PRESTIGE
42,LEXUS,332,GS460,1382,STD
42,LEXUS,332,GS460,991,TOP
42,LEXUS,334,GX460,1934,STD
42,LEXUS,334,GX460,2417,PRESTIGE
42,LEXUS,334,GX460,1385,NAVIGATION TOP
42,LEXUS,334,GX460,2429,MID
42,LEXUS,334,GX460,3532,PREMIER
42,LEXUS,334,GX460,5588,PLATINUM (SPORT PACKAGE)
42,LEXUS,334,GX460,2418,PLATINUM
42,LEXUS,329,GX470,1930,STD
42,LEXUS,990,IS 350 F,3754,STD
42,LEXUS,990,IS 350 F,5586,SPORT
42,LEXUS,748,IS F,2437,PLATINUM
42,LEXUS,1084,IS200T,4440,PREMIER
42,LEXUS,1084,IS200T,4442,F SPORT
42,LEXUS,1084,IS200T,4441,PRESTIGE
42,LEXUS,321,IS250,2432,VOUGE
42,LEXUS,321,IS250,3976,PLATINUM
42,LEXUS,321,IS250,2430,PRESTIGE
42,LEXUS,321,IS250,3190,PREMIER
42,LEXUS,321,IS250,3977,F-SPORT PRESTIGE
42,LEXUS,316,IS300,415,LEATHER
42,LEXUS,316,IS300,2396,PREMIER
42,LEXUS,316,IS300,984,NAVIGATION
42,LEXUS,316,IS300,414,BASE
42,LEXUS,316,IS300,2398,PRESTIGE
42,LEXUS,316,IS300,1377,STD
42,LEXUS,316,IS300,2397,PLATINUM
42,LEXUS,316,IS300,985,NAVIGATION TOP
42,LEXUS,333,IS300C,2415,PRESTIGE
42,LEXUS,333,IS300C,1378,PREMIUM PLUS
42,LEXUS,333,IS300C,3072,F SPORT
42,LEXUS,333,IS300C,1933,STD
42,LEXUS,333,IS300C,2416,PLATINUM
42,LEXUS,333,IS300C,1379,LUXURY
42,LEXUS,936,IS350,3394,PRESTIGE
42,LEXUS,936,IS350,3352,F SPORT PRESTIGE
42,LEXUS,936,IS350,3504,F SPORT
42,LEXUS,936,IS350,3395,PLATINUM
42,LEXUS,936,IS350,3353,F SPORT PLATINUM
42,LEXUS,1186,LC500,4942,PLATINUM
42,LEXUS,1186,LC500,4941,CARBON
42,LEXUS,1185,LC500H,4940,500
42,LEXUS,1185,LC500H,4943,PLATINUM
42,LEXUS,887,LFA,3104,COUPE
42,LEXUS,1227,LS350,5123,PRESTIGE
42,LEXUS,328,LS430,1929,STD
42,LEXUS,328,LS430,450,NAVIGATION REMOTE START
42,LEXUS,328,LS430,449,TOP SPECIAL LTH
42,LEXUS,328,LS430,448,TOP
42,LEXUS,320,LS460,3525,PRESTIGE SWB
42,LEXUS,320,LS460,3220,F SPORT
42,LEXUS,320,LS460,2404,PREMIER LWB
42,LEXUS,320,LS460,1383,LWB 4 SEAT
42,LEXUS,320,LS460,425,LWB 5ST
42,LEXUS,320,LS460,1923,STD
42,LEXUS,320,LS460,2406,PLATINUM LWB 4ST
42,LEXUS,320,LS460,2403,PREMIER SWB
42,LEXUS,320,LS460,424,SWB
42,LEXUS,320,LS460,3526,PRESTIGE PLUS
42,LEXUS,320,LS460,3221,L TITANIUM
42,LEXUS,320,LS460,2405,PRESTIGE LWB 5ST
42,LEXUS,320,LS460,1384,LWB 5 SEAT
42,LEXUS,320,LS460,426,LWB 4ST
42,LEXUS,1235,LS500,5188,F SPORT
42,LEXUS,1235,LS500,5190,TITANIUM
42,LEXUS,1235,LS500,5189,PLATINUM
42,LEXUS,1214,LS500h,5187,TITANIUM
42,LEXUS,1214,LS500h,5061,PLATINUM
42,LEXUS,1214,LS500h,5186,PRESTIGE
42,LEXUS,331,LS600h,3528,F-SPORT
42,LEXUS,331,LS600h,2414,PLATINUM 4ST
42,LEXUS,331,LS600h,2413,PRESTIGE 5ST
42,LEXUS,331,LS600h,1932,STD
42,LEXUS,331,LS600h,3529,TITANIUM
42,LEXUS,324,LX470,432,TOP
42,LEXUS,324,LX470,434,NAVIGATION
42,LEXUS,324,LX470,1927,STD
42,LEXUS,325,LX570,1386,STD
42,LEXUS,325,LX570,2412,PLATINUM
42,LEXUS,325,LX570,3399,TITANIUM PLUS
42,LEXUS,325,LX570,2935,PRESTIGE INTREPID
42,LEXUS,325,LX570,3396,PREMIER PLUS
42,LEXUS,325,LX570,4109,SUPERCHARGED
42,LEXUS,325,LX570,2937,TITANIUM
42,LEXUS,325,LX570,5589,SIGNATURE BE
42,LEXUS,325,LX570,437,TOP
42,LEXUS,325,LX570,2411,PRESTIGE
42,LEXUS,325,LX570,3398,SPORT TITANIUM
42,LEXUS,325,LX570,2934,PREMIER INTREPID
42,LEXUS,325,LX570,5037,PLATINUM SIGNATURE
42,LEXUS,325,LX570,3400,SPORT TITANIUM PLUS
42,LEXUS,325,LX570,2936,PLATINUM INTREPID
42,LEXUS,325,LX570,2433,NAVIGATION SPORT
42,LEXUS,325,LX570,436,BASE
42,LEXUS,325,LX570,3397,SPORT PLATINUM
42,LEXUS,325,LX570,2933,PREMIER
42,LEXUS,325,LX570,5384,SIGNATURE
42,LEXUS,1054,NX200T,4245,PLATINUM
42,LEXUS,1054,NX200T,4247,F SPORT PLATINUM
42,LEXUS,1054,NX200T,4244,PREMIER
42,LEXUS,1054,NX200T,4246,F SPORT PRESTIGE
42,LEXUS,1212,NX300,5054,PREMIER
42,LEXUS,1212,NX300,5056,F-SPORT
42,LEXUS,1212,NX300,5055,PLATINUM
42,LEXUS,1325,RC 300,5592,PREMIER
42,LEXUS,1326,RC 350,5593,F-SPORT
42,LEXUS,1042,RC F,4187,PLATINUM
42,LEXUS,1042,RC F,4188,CARBON
42,LEXUS,1102,RC200T,4488,F SPORT PRESTIGE
42,LEXUS,1102,RC200T,4487,PREMIER
42,LEXUS,1041,RC350,4184,PLATINUM
42,LEXUS,1041,RC350,4186,F SPORT PLATINUM
42,LEXUS,1041,RC350,4764,F SPORT
42,LEXUS,1041,RC350,4183,PREMIER
42,LEXUS,1041,RC350,5594,F-SPORT
42,LEXUS,1041,RC350,4185,F SPORT PRESTIGE
42,LEXUS,330,RX300,1931,STD
42,LEXUS,330,RX300,453,BASE
42,LEXUS,330,RX300,454,TOP
42,LEXUS,326,RX330,438,BASE
42,LEXUS,326,RX330,1928,STD
42,LEXUS,326,RX330,441,SPORTS
42,LEXUS,326,RX330,439,TOP
42,LEXUS,323,RX350,2860,TITANIUM
42,LEXUS,323,RX350,2407,PREMIER
42,LEXUS,323,RX350,429,TOP
42,LEXUS,323,RX350,1926,STD
42,LEXUS,323,RX350,2409,PRESTIGE
